id,link,bedrooms,bathrooms,area_m2,price,date,condition,location
P1753033529_16,https://www.fincaraiz.com.co/casa-en-venta-en-atalaya-cucuta/11108444,3 Habs.,2 Baños,140 m²,$ 220.000.000,2025-07-20 12:45:29.561216,Usado,"Atalaya, Cúcuta, Norte de santander"
P1753033531_17,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/192214077,4 Habs.,3 Baños,145 m²,$ 420.000.000,2025-07-20 12:45:31.415474,Usado,"Cúcuta, Norte de santander"
P1753033533_18,https://www.fincaraiz.com.co/casa-en-venta-en-quinta-bosch-cucuta/192159807,3 Habs.,2 Baños,150 m²,$ 550.000.000,2025-07-20 12:45:33.486465,Usado,"Quinta bosch, Cúcuta, Norte de santander"
P1753033535_19,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/192159512,4 Habs.,6 Baños,380 m²,$ 2.500.000.000,2025-07-20 12:45:35.531517,Usado,"Cúcuta, Norte de santander"
P1753033537_20,https://www.fincaraiz.com.co/casa-en-venta-en-bellavista-cucuta/11082498,5 Habs.,7 Baños,497 m²,$ 2.200.000,2025-07-20 12:45:37.508063,Usado,"Bellavista, Cúcuta, Norte de santander"
P1753033552_0,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/192042715,6 Habs.,8 Baños,720 m²,$ 2.950.000.000,2025-07-20 12:45:52.967758,Usado,"Cúcuta, Norte de santander"
P1753033555_1,https://www.fincaraiz.com.co/casa-en-venta-en-los-pinos-cucuta/192158366,5 Habs.,4 Baños,146 m²,$ 420.000.000,2025-07-20 12:45:55.124535,Usado,"Los pinos, Cúcuta, Norte de santander"
P1753033557_2,https://www.fincaraiz.com.co/casa-en-venta-en-niza-cucuta/191516659,3 Habs.,4 Baños,105 m²,$ 450.000.000,2025-07-20 12:45:57.045196,Usado,"Niza, Cúcuta, Norte de santander"
P1753033559_3,https://www.fincaraiz.com.co/casa-en-venta-en-trigal-del-norte-cucuta/192158902,3 Habs.,2 Baños,90 m²,$ 120.000.000,2025-07-20 12:45:59.075580,Usado,"Trigal del norte, Cúcuta, Norte de santander"
P1753033560_4,https://www.fincaraiz.com.co/casa-en-venta-en-paramo-cucuta/191585968,3 Habs.,2 Baños,132 m²,$ 220.000.000,2025-07-20 12:46:00.993152,Usado,"Paramo, Cúcuta, Norte de santander"
P1753033563_5,https://www.fincaraiz.com.co/casa-en-venta-en-lleras-restrepo-cucuta/192159372,2 Habs.,2 Baños,125 m²,$ 850.000.000,2025-07-20 12:46:03.847446,Usado,"Lleras restrepo, Cúcuta, Norte de santander"
P1753033565_6,https://www.fincaraiz.com.co/casa-en-venta-en-quinta-oriental-cucuta/192159725,4 Habs.,6 Baños,710 m²,$ 1.100.000.000,2025-07-20 12:46:05.776758,Usado,"Quinta oriental, Cúcuta, Norte de santander"
P1753033568_7,https://www.fincaraiz.com.co/casa-en-venta-en-quinta-oriental-cucuta/10048253,4 Habs.,3 Baños,149 m²,$ 400.000.000,2025-07-20 12:46:08.222566,Usado,"Quinta oriental, Cúcuta, Norte de santander"
P1753033570_8,https://www.fincaraiz.com.co/casa-en-venta-en-san-luis-cucuta/192158768,3 Habs.,2 Baños,90 m²,$ 198.000.000,2025-07-20 12:46:10.126249,Usado,"San luis, Cúcuta, Norte de santander"
P1753033571_9,https://www.fincaraiz.com.co/casa-en-venta-en-el-llano-cucuta/192158569,3 Habs.,4 Baños,300 m²,$ 380.000.000,2025-07-20 12:46:11.876545,Usado,"El llano, Cúcuta, Norte de santander"
P1753033573_10,https://www.fincaraiz.com.co/casa-en-venta-en-lleras-restrepo-cucuta/11082447,3 Habs.,3 Baños,400 m²,$ 890.000.000,2025-07-20 12:46:13.855997,Usado,"Lleras restrepo, Cúcuta, Norte de santander"
P1753033575_11,https://www.fincaraiz.com.co/casa-en-venta-en-latino-cucuta/192377076,4 Habs.,4 Baños,120 m²,$ 598.000.000,2025-07-20 12:46:15.706242,Usado,"Latino, Cúcuta, Norte de santander"
P1753033578_12,https://www.fincaraiz.com.co/casa-en-venta-en-lleras-restrepo-cucuta/192159803,6 Habs.,3 Baños,200 m²,$ 450.000.000,2025-07-20 12:46:18.383175,Usado,"Lleras restrepo, Cúcuta, Norte de santander"
P1753033580_13,https://www.fincaraiz.com.co/casa-en-venta-en-trigal-del-norte-cucuta/192158169,3 Habs.,1 Baño,80 m²,$ 130.000.000,2025-07-20 12:46:20.294174,Usado,"Trigal del norte, Cúcuta, Norte de santander"
P1753033582_14,https://www.fincaraiz.com.co/casa-en-venta-en-bosques-de-pamplonita-cucuta/191298409,3 Habs.,4 Baños,90 m²,$ 400.000.000,2025-07-20 12:46:22.135415,Usado,"Bosques de pamplonita, Cúcuta, Norte de santander"
P1753033584_15,https://www.fincaraiz.com.co/casa-en-venta-en-la-ceiba-cucuta/192159146,4 Habs.,3 Baños,208 m²,$ 550.000.000,2025-07-20 12:46:24.662707,Usado,"La ceiba, Cúcuta, Norte de santander"
P1753033587_16,https://www.fincaraiz.com.co/casa-en-venta-en-lleras-restrepo-cucuta/11047093,5 Habs.,4 Baños,420 m²,$ 480.000.000,2025-07-20 12:46:27.183842,Usado,"Lleras restrepo, Cúcuta, Norte de santander"
P1753033592_17,https://www.fincaraiz.com.co/casa-en-venta-en-la-ceiba-cucuta/192493193,8 Habs.,9 Baños,420 m²,$ 1.300.000.000,2025-07-20 12:46:32.206093,Usado,"La ceiba, Cúcuta, Norte de santander"
P1753033594_18,https://www.fincaraiz.com.co/casa-en-venta-en-la-cabrera-cucuta/192159134,5 Habs.,5 Baños,184 m²,$ 350.000.000,2025-07-20 12:46:34.471819,Usado,"La cabrera, Cúcuta, Norte de santander"
P1753033595_19,https://www.fincaraiz.com.co/casa-en-venta-en-la-ceiba-cucuta/7468297,5 Habs.,4 Baños,119 m²,$ 300.000.000,2025-07-20 12:46:35.915099,Usado,"La ceiba, Cúcuta, Norte de santander"
P1753033597_20,https://www.fincaraiz.com.co/casa-en-venta-en-8-de-diciembre-cucuta/192158560,2 Habs.,1 Baño,68 m²,$ 135.000.000,2025-07-20 12:46:37.981449,Usado,"8 de diciembre, Cúcuta, Norte de santander"
P1753033614_0,https://www.fincaraiz.com.co/casa-en-venta-en-quinta-bosch-cucuta/192159154,5 Habs.,5 Baños,258 m²,$ 800.000.000,2025-07-20 12:46:54.532817,Usado,"Quinta bosch, Cúcuta, Norte de santander"
P1753033616_1,https://www.fincaraiz.com.co/casa-en-venta-en-guaymaral-cucuta/11082086,6 Habs.,4 Baños,120 m²,$ 430.000.000,2025-07-20 12:46:56.735119,Usado,"Guaymaral, Cúcuta, Norte de santander"
P1753033619_2,https://www.fincaraiz.com.co/casa-en-venta-en-sevilla-cucuta/192159844,5 Habs.,4 Baños,435 m²,$ 3.000.000.000,2025-07-20 12:46:59.026481,Usado,"Sevilla, Cúcuta, Norte de santander"
P1753033621_3,https://www.fincaraiz.com.co/casa-en-venta-en-caobos-cucuta/192159646,3 Habs.,3 Baños,361 m²,$ 1.500.000.000,2025-07-20 12:47:01.083693,Usado,"Caobos, Cúcuta, Norte de santander"
P1753033623_4,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/192158735,5 Habs.,6 Baños,360 m²,$ 670.000.000,2025-07-20 12:47:03.283882,Usado,"Cúcuta, Norte de santander"
P1753033625_5,https://www.fincaraiz.com.co/casa-en-venta-en-la-capillana-cucuta/192158289,4 Habs.,4 Baños,120 m²,$ 350.000.000,2025-07-20 12:47:05.310278,Usado,"La capillana, Cúcuta, Norte de santander"
P1753033627_6,https://www.fincaraiz.com.co/casa-en-venta-en-la-ceiba-cucuta/191850073,3 Habs.,3 Baños,331 m²,$ 550.000.000,2025-07-20 12:47:07.289740,Usado,"La ceiba, Cúcuta, Norte de santander"
P1753033629_7,https://www.fincaraiz.com.co/casa-en-venta-en-torcoroma-cucuta/192557200,6 Habs.,4 Baños,180 m²,$ 290.000.000,2025-07-20 12:47:09.865213,Usado,"Torcoroma, Cúcuta, Norte de santander"
P1753033632_8,https://www.fincaraiz.com.co/casa-en-venta-en-popular-cucuta/192158775,5 Habs.,5 Baños,198 m²,$ 700.000.000,2025-07-20 12:47:12.072987,Usado,"Popular, Cúcuta, Norte de santander"
P1753033633_9,https://www.fincaraiz.com.co/casa-en-venta-en-el-bosque-cucuta/192271977,4 Habs.,4 Baños,114 m²,$ 380.000.000,2025-07-20 12:47:13.961249,Usado,"El bosque, Cúcuta, Norte de santander"
P1753033635_10,https://www.fincaraiz.com.co/casa-en-venta-en-bellavista-cucuta/192158849,4 Habs.,3 Baños,234 m²,$ 330.000.000,2025-07-20 12:47:15.969716,Usado,"Bellavista, Cúcuta, Norte de santander"
P1753033638_11,https://www.fincaraiz.com.co/casa-en-venta-en-popular-cucuta/192159227,5 Habs.,4 Baños,318 m²,$ 650.000.000,2025-07-20 12:47:18.527056,Usado,"Popular, Cúcuta, Norte de santander"
P1753033640_12,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/192158164,3 Habs.,2 Baños,108 m²,$ 380.000.000,2025-07-20 12:47:20.529936,Usado,"Cúcuta, Norte de santander"
P1753033643_13,https://www.fincaraiz.com.co/casa-en-venta-en-tasajero-cucuta/192159846,7 Habs.,7 Baños,225 m²,$ 800.000.000,2025-07-20 12:47:23.650184,Usado,"Tasajero, Cúcuta, Norte de santander"
P1753033645_14,https://www.fincaraiz.com.co/casa-en-venta-en-caobos-cucuta/192159331,3 Habs.,5 Baños,261 m²,$ 1.000.000.000,2025-07-20 12:47:25.642644,Usado,"Caobos, Cúcuta, Norte de santander"
P1753033647_15,https://www.fincaraiz.com.co/casa-en-venta-en-torcoroma-siglo-xxi-cucuta/10774961,5 Habs.,5 Baños,145 m²,$ 290.000.000,2025-07-20 12:47:27.938988,Usado,"Torcoroma siglo xxi, Cúcuta, Norte de santander"
P1753033650_16,https://www.fincaraiz.com.co/casa-en-venta-en-la-ceiba-cucuta/192158631,6 Habs.,7 Baños,373 m²,$ 600.000.000,2025-07-20 12:47:30.164353,Usado,"La ceiba, Cúcuta, Norte de santander"
P1753033652_17,https://www.fincaraiz.com.co/casa-en-venta-en-la-playa-cucuta/192158186,3 Habs.,3 Baños,90 m²,$ 270.000.000,2025-07-20 12:47:32.414818,Usado,"La playa, Cúcuta, Norte de santander"
P1753033655_18,https://www.fincaraiz.com.co/casa-en-venta-en-la-playa-cucuta/192159737,3 Habs.,2 Baños,131 m²,$ 650.000.000,2025-07-20 12:47:35.094202,Usado,"La playa, Cúcuta, Norte de santander"
P1753033657_19,https://www.fincaraiz.com.co/casa-en-venta-en-trigal-del-norte-cucuta/192158991,3 Habs.,1 Baño,86 m²,$ 90.000.000,2025-07-20 12:47:37.348342,Usado,"Trigal del norte, Cúcuta, Norte de santander"
P1753033659_20,https://www.fincaraiz.com.co/casa-en-venta-en-blanco-cucuta/192159023,4 Habs.,5 Baños,260 m²,$ 820.000.000,2025-07-20 12:47:39.709547,Usado,"Blanco, Cúcuta, Norte de santander"
P1753033887_0,https://www.fincaraiz.com.co/casa-en-venta-en-pisarreal-cucuta/10774750,3 Habs.,2 Baños,90 m²,$ 170.000.000,2025-07-20 12:51:27.200723,Usado,"Pisarreal, Cúcuta, Norte de santander"
P1753033889_1,https://www.fincaraiz.com.co/casa-en-venta-en-portachuela-cucuta/192159868,6 Habs.,5 Baños,135 m²,$ 385.000.000,2025-07-20 12:51:29.106386,Usado,"Portachuela, Cúcuta, Norte de santander"
P1753033890_2,https://www.fincaraiz.com.co/casa-en-venta-en-la-riviera-cucuta/192357945,3 Habs.,3 Baños,210 m²,$ 630.100.000,2025-07-20 12:51:31.002959,Usado,"La riviera, Cúcuta, Norte de santander"
P1753033892_3,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/192261146,3 Habs.,3 Baños,86 m²,$ 270.000.000,2025-07-20 12:51:32.740517,Usado,"Cúcuta, Norte de santander"
P1753033894_4,https://www.fincaraiz.com.co/casa-en-venta-en-sector-oriental-cucuta/192503773,3 Habs.,2 Baños,90 m²,$ 190.000.000,2025-07-20 12:51:34.533938,Usado,"Sector oriental, Cúcuta, Norte de santander"
P1753033896_5,https://www.fincaraiz.com.co/casa-en-venta-en-lleras-restrepo-cucuta/2955405,7 Habs.,3 Baños,300 m²,$ 350.000.000,2025-07-20 12:51:36.540508,Usado,"Lleras restrepo, Cúcuta, Norte de santander"
P1753033898_6,https://www.fincaraiz.com.co/casa-en-venta-en-sector-sur-cucuta/191499799,3 Habs.,2 Baños,119 m²,$ 180.000.000,2025-07-20 12:51:38.129946,Usado,"Sector sur, Cúcuta, Norte de santander"
P1753033900_7,https://www.fincaraiz.com.co/casa-en-venta-en-san-miguel-cucuta/192158568,6 Habs.,2 Baños,250 m²,$ 320.000.000,2025-07-20 12:51:40.167468,Usado,"San miguel, Cúcuta, Norte de santander"
P1753033901_8,https://www.fincaraiz.com.co/casa-en-venta-en-guaymaral-cucuta/11082446,3 Habs.,2 Baños,140 m²,$ 420.000.000,2025-07-20 12:51:41.958248,Usado,"Guaymaral, Cúcuta, Norte de santander"
P1753033903_9,https://www.fincaraiz.com.co/casa-en-venta-en-la-cabrera-cucuta/192159829,6 Habs.,6 Baños,350 m²,$ 650.000.000,2025-07-20 12:51:43.836027,Usado,"La cabrera, Cúcuta, Norte de santander"
P1753033906_10,https://www.fincaraiz.com.co/casa-en-venta-en-san-fernando-del-rodeo-cucuta/191558975,2 Habs.,2 Baños,41.05 m²,$ 100.000.000,2025-07-20 12:51:46.251478,Usado,"San fernando del rodeo, Cúcuta, Norte de santander"
P1753033908_11,https://www.fincaraiz.com.co/casa-en-venta-en-lleras-restrepo-cucuta/11082443,3 Habs.,2 Baños,260 m²,$ 300.000.000,2025-07-20 12:51:48.210732,Usado,"Lleras restrepo, Cúcuta, Norte de santander"
P1753033910_12,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/192214054,4 Habs.,3 Baños,178 m²,$ 500.000.000,2025-07-20 12:51:50.447370,Usado,"Cúcuta, Norte de santander"
P1753033912_13,https://www.fincaraiz.com.co/casa-en-venta-en-colsag-cucuta/192159664,6 Habs.,3 Baños,923 m²,$ 2.300.000.000,2025-07-20 12:51:52.438847,Usado,"Colsag, Cúcuta, Norte de santander"
P1753033914_14,https://www.fincaraiz.com.co/casa-en-venta-en-quinta-bosch-cucuta/192159831,3 Habs.,4 Baños,112 m²,$ 350.000.000,2025-07-20 12:51:54.336611,Usado,"Quinta bosch, Cúcuta, Norte de santander"
P1753033916_15,https://www.fincaraiz.com.co/casa-en-venta-en-quinta-bosch-cucuta/192159597,5 Habs.,3 Baños,150 m²,$ 430.000.000,2025-07-20 12:51:56.201909,Usado,"Quinta bosch, Cúcuta, Norte de santander"
P1753033917_16,https://www.fincaraiz.com.co/casa-en-venta-en-oriental-cucuta/11082378,3 Habs.,3 Baños,130 m²,$ 380.000.000,2025-07-20 12:51:57.901363,Usado,"Oriental, Cúcuta, Norte de santander"
P1753033920_17,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/192159233,4 Habs.,3 Baños,76 m²,$ 800.000.000,2025-07-20 12:52:00.013358,Usado,"Cúcuta, Norte de santander"
P1753033925_18,https://www.fincaraiz.com.co/casa-en-venta-en-quinta-oriental-cucuta/192159113,4 Habs.,4 Baños,203 m²,$ 490.000.000,2025-07-20 12:52:05.318989,Usado,"Quinta oriental, Cúcuta, Norte de santander"
P1753033927_19,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/192158672,4 Habs.,3 Baños,221 m²,$ 800.000.000,2025-07-20 12:52:07.224996,Usado,"Cúcuta, Norte de santander"
P1753033929_20,https://www.fincaraiz.com.co/casa-en-venta-en-la-playa-cucuta/11082435,6 Habs.,3 Baños,520 m²,$ 1.200.000.000,2025-07-20 12:52:09.328668,Usado,"La playa, Cúcuta, Norte de santander"
P1753464290_0,https://www.fincaraiz.com.co/casa-en-venta-en-niza-cucuta/11082390,4 Habs.,4 Baños,167 m²,$ 480.000.000,2025-07-25 12:24:50.611343,Usado,"Niza, Cúcuta, Norte de santander"
P1753464293_1,https://www.fincaraiz.com.co/casa-en-venta-en-minuto-de-dios-cucuta/11082210,5 Habs.,3 Baños,265 m²,$ 1.200.000.000,2025-07-25 12:24:53.921913,Usado,"Minuto de dios, Cúcuta, Norte de santander"
P1753464296_2,https://www.fincaraiz.com.co/casa-en-venta-en-ciudad-jardin-cucuta/11082384,3 Habs.,1 Baño,139 m²,$ 270.000.000,2025-07-25 12:24:56.033051,Usado,"Ciudad jardin, Cúcuta, Norte de santander"
P1753464297_3,https://www.fincaraiz.com.co/casa-en-venta-en-torcoroma-ii-sc-i-cucuta/11043445,3 Habs.,2 Baños,70 m²,$ 195.000.000,2025-07-25 12:24:57.821797,Usado,"Torcoroma ii sc i, Cúcuta, Norte de santander"
P1753464302_4,https://www.fincaraiz.com.co/casa-en-venta-en-la-cabrera-cucuta/11082326,5 Habs.,2 Baños,260 m²,$ 380.000.000,2025-07-25 12:25:02.612326,Usado,"La cabrera, Cúcuta, Norte de santander"
P1753464305_5,https://www.fincaraiz.com.co/casa-en-venta-en-niza-cucuta/11082491,5 Habs.,2 Baños,106 m²,$ 360.000.000,2025-07-25 12:25:05.298973,Usado,"Niza, Cúcuta, Norte de santander"
P1753464308_6,https://www.fincaraiz.com.co/casa-en-venta-en-la-playa-cucuta/191454001,5 Habs.,2 Baños,325 m²,$ 900.000.000,2025-07-25 12:25:08.138405,Usado,"La playa, Cúcuta, Norte de santander"
P1753464309_7,https://www.fincaraiz.com.co/casa-en-venta-en-zona-franca-cucuta/11082134,4 Habs.,3 Baños,90 m²,$ 315.000.000,2025-07-25 12:25:09.992330,Usado,"Zona franca, Cúcuta, Norte de santander"
P1753464312_8,https://www.fincaraiz.com.co/casa-en-venta-en-quinta-oriental-cucuta/11082183,3 Habs.,3 Baños,220 m²,$ 320.000.000,2025-07-25 12:25:12.147038,Usado,"Quinta oriental, Cúcuta, Norte de santander"
P1753464314_9,https://www.fincaraiz.com.co/casa-en-venta-en-quinta-oriental-cucuta/11047492,4 Habs.,6 Baños,300 m²,$ 550.000.000,2025-07-25 12:25:14.339691,Usado,"Quinta oriental, Cúcuta, Norte de santander"
P1753464316_10,https://www.fincaraiz.com.co/casa-en-venta-en-san-eduardo-cucuta/191609254,5 Habs.,5 Baños,110 m²,$ 620.000.000,2025-07-25 12:25:16.142393,Usado,"San eduardo, Cúcuta, Norte de santander"
P1753464317_11,https://www.fincaraiz.com.co/casa-en-venta-en-el-bosque-cucuta/11035923,6 Habs.,6 Baños,126 m²,$ 350.000.000,2025-07-25 12:25:17.875040,Usado,"El bosque, Cúcuta, Norte de santander"
P1753464319_12,https://www.fincaraiz.com.co/casa-en-venta-en-alfonso-lopez-cucuta/191493465,3 Habs.,1 Baño,250 m²,$ 320.000.000,2025-07-25 12:25:19.671993,Usado,"Alfonso lopez, Cúcuta, Norte de santander"
P1753464322_13,https://www.fincaraiz.com.co/casa-en-venta-en-sevilla-cucuta/11033513,6 Habs.,4 Baños,270 m²,$ 280.000.000,2025-07-25 12:25:22.226986,Usado,"Sevilla, Cúcuta, Norte de santander"
P1753464324_14,https://www.fincaraiz.com.co/casa-en-venta-en-la-playa-cucuta/191228430,3 Habs.,2 Baños,150 m²,$ 280.000.000,2025-07-25 12:25:24.081285,Usado,"La playa, Cúcuta, Norte de santander"
P1753464325_15,https://www.fincaraiz.com.co/casa-en-venta-en-la-riviera-cucuta/11082224,3 Habs.,3 Baños,324 m²,$ 800.000.000,2025-07-25 12:25:25.779917,Usado,"La riviera, Cúcuta, Norte de santander"
P1753464327_16,https://www.fincaraiz.com.co/casa-en-venta-en-prados-del-este-cucuta/11082033,2 Habs.,2 Baños,110 m²,$ 230.000.000,2025-07-25 12:25:27.657940,Usado,"Prados del Este, Cúcuta, Norte de santander"
P1753464330_17,https://www.fincaraiz.com.co/casa-en-venta-en-blanco-cucuta/11046779,5 Habs.,4 Baños,237 m²,$ 780.000.000,2025-07-25 12:25:30.691376,Usado,"Blanco, Cúcuta, Norte de santander"
P1753464333_18,https://www.fincaraiz.com.co/casa-en-venta-en-san-miguel-cucuta/10945273,4 Habs.,1 Baño,69 m²,$ 310.000.000,2025-07-25 12:25:33.517837,Usado,"San miguel, Cúcuta, Norte de santander"
P1753464335_19,https://www.fincaraiz.com.co/casa-en-venta-en-lleras-restrepo-cucuta/11082447,3 Habs.,3 Baños,400 m²,$ 890.000.000,2025-07-25 12:25:35.540390,Usado,"Lleras restrepo, Cúcuta, Norte de santander"
P1753464337_20,https://www.fincaraiz.com.co/casa-en-venta-en-bellavista-cucuta/11082255,3 Habs.,5 Baños,150 m²,$ 270.000.000,2025-07-25 12:25:37.876549,Usado,"Bellavista, Cúcuta, Norte de santander"
P1753633197_0,https://www.fincaraiz.com.co/casa-en-venta-en-cucuta/191701925,4 Habs.,6 Baños,180 m²,$ 550.000.000,2025-07-27 11:19:57.053586,Usado,"Cúcuta, Norte de santander"
P1753633198_1,https://www.fincaraiz.com.co/casa-en-venta-en-guaymaral-cucuta/11046975,6 Habs.,4 Baños,205 m²,$ 380.000.000,2025-07-27 11:19:58.763777,Usado,"Guaymaral, Cúcuta, Norte de santander"
P1753633200_2,https://www.fincaraiz.com.co/casa-en-venta-en-caobos-cucuta/192163957,3 Habs.,3 Baños,425 m²,$ 1.200.000.000,2025-07-27 11:20:00.612196,Usado,"Caobos, Cúcuta, Norte de santander"
P1753633202_3,https://www.fincaraiz.com.co/casa-en-venta-en-el-contento-cucuta/11046943,20 Habs.,10 Baños,919 m²,$ 1.100.000.000,2025-07-27 11:20:02.730797,Usado,"El contento, Cúcuta, Norte de santander"
P1753633204_4,https://www.fincaraiz.com.co/casa-en-venta-en-san-luis-cucuta/11047863,7 Habs.,4 Baños,240 m²,$ 350.000.000,2025-07-27 11:20:04.452248,Usado,"San luis, Cúcuta, Norte de santander"
P1753633208_6,https://www.fincaraiz.com.co/casa-en-venta-en-sector-sur-cucuta/191499799,3 Habs.,2 Baños,119 m²,$ 180.000.000,2025-07-27 11:20:08.237279,Usado,"Sector sur, Cúcuta, Norte de santander"
P1753633210_7,https://www.fincaraiz.com.co/casa-en-venta-en-latino-cucuta/11047214,2 Habs.,5 Baños,305 m²,$ 350.000.000,2025-07-27 11:20:10.204342,Usado,"Latino, Cúcuta, Norte de santander"
P1753633212_8,https://www.fincaraiz.com.co/casa-en-venta-en-blanco-cucuta/10910517,4 Habs.,3 Baños,154 m²,$ 330.000.000,2025-07-27 11:20:12.452644,Usado,"Blanco, Cúcuta, Norte de santander"
P1753633214_9,https://www.fincaraiz.com.co/casa-en-venta-en-la-ceiba-cucuta/11082159,4 Habs.,4 Baños,270 m²,$ 668.000.000,2025-07-27 11:20:14.865463,Usado,"La ceiba, Cúcuta, Norte de santander"
P1753633217_10,https://www.fincaraiz.com.co/casa-en-venta-en-zona-industrial-comuna-6-cucuta/11082386,3 Habs.,3 Baños,160 m²,$ 270.000.000,2025-07-27 11:20:17.515351,Usado,"Zona industrial comuna 6, Cúcuta, Norte de santander"
P1753633219_11,https://www.fincaraiz.com.co/casa-en-venta-en-prados-del-este-cucuta/11082033,2 Habs.,2 Baños,110 m²,$ 230.000.000,2025-07-27 11:20:19.608645,Usado,"Prados del Este, Cúcuta, Norte de santander"
P1753633221_12,https://www.fincaraiz.com.co/casa-en-venta-en-ceiba-ii-cucuta/191633560,4 Habs.,3 Baños,191 m²,$ 290.000.000,2025-07-27 11:20:21.942834,Usado,"Ceiba ii, Cúcuta, Norte de santander"
P1753633223_13,https://www.fincaraiz.com.co/casa-en-venta-en-oriental-cucuta/11081948,3 Habs.,2 Baños,110 m²,$ 350.000.000,2025-07-27 11:20:23.594631,Usado,"Oriental, Cúcuta, Norte de santander"
P1753633225_14,https://www.fincaraiz.com.co/casa-en-venta-en-quinta-oriental-cucuta/191609786,4 Habs.,2 Baños,150 m²,$ 480.000.000,2025-07-27 11:20:25.558643,Usado,"Quinta oriental, Cúcuta, Norte de santander"
P1753633227_15,https://www.fincaraiz.com.co/casa-en-venta-en-lleras-restrepo-cucuta/11082487,4 Habs.,4 Baños,150 m²,$ 450.000.000,2025-07-27 11:20:27.277913,Usado,"Lleras restrepo, Cúcuta, Norte de santander"
P1753633229_16,https://www.fincaraiz.com.co/casa-en-venta-en-san-luis-cucuta/11082301,4 Habs.,3 Baños,154 m²,$ 460.000.000,2025-07-27 11:20:29.254695,Usado,"San luis, Cúcuta, Norte de santander"
P1753633231_17,https://www.fincaraiz.com.co/casa-en-venta-en-la-libertad-cucuta/191714398,6 Habs.,4 Baños,187 m²,$ 250.000.000,2025-07-27 11:20:31.202073,Usado,"La libertad, Cúcuta, Norte de santander"
P1753633233_18,https://www.fincaraiz.com.co/casa-en-venta-en-torcoroma-iii-cucuta/11082381,3 Habs.,1 Baño,97 m²,$ 225.000.000,2025-07-27 11:20:33.346746,Usado,"Torcoroma iii, Cúcuta, Norte de santander"
P1753633235_19,https://www.fincaraiz.com.co/casa-en-venta-en-quinta-oriental-cucuta/11082298,4 Habs.,5 Baños,178 m²,$ 450.000.000,2025-07-27 11:20:35.191611,Usado,"Quinta oriental, Cúcuta, Norte de santander"
P1753633236_20,https://www.fincaraiz.com.co/casa-en-venta-en-oriental-cucuta/11082378,3 Habs.,3 Baños,130 m²,$ 380.000.000,2025-07-27 11:20:36.872453,Usado,"Oriental, Cúcuta, Norte de santander"
P1753633261_0,https://www.fincaraiz.com.co/casa-en-venta-en-alfonso-lopez-cucuta/191493465,3 Habs.,1 Baño,250 m²,$ 320.000.000,2025-07-27 11:21:01.420169,Usado,"Alfonso lopez, Cúcuta, Norte de santander"
P1753633263_1,https://www.fincaraiz.com.co/casa-en-venta-en-niza-cucuta/192594520,3 Habs.,3 Baños,99 m²,$ 430.000.000,2025-07-27 11:21:03.055892,Usado,"Niza, Cúcuta, Norte de santander"
P1753633264_2,https://www.fincaraiz.com.co/casa-en-venta-en-universidad-libre-cucuta/11066406,3 Habs.,5 Baños,378 m²,$ 550.000.000,2025-07-27 11:21:04.862153,Usado,"Universidad libre, Cúcuta, Norte de santander"
P1753633267_3,https://www.fincaraiz.com.co/casa-en-venta-en-la-playa-cucuta/11082435,6 Habs.,3 Baños,520 m²,$ 1.200.000.000,2025-07-27 11:21:07.230366,Usado,"La playa, Cúcuta, Norte de santander"
P1753633268_4,https://www.fincaraiz.com.co/casa-en-venta-en-guaymaral-cucuta/11082086,6 Habs.,4 Baños,120 m²,$ 430.000.000,2025-07-27 11:21:08.923296,Usado,"Guaymaral, Cúcuta, Norte de santander"
P1753633270_5,https://www.fincaraiz.com.co/casa-en-venta-en-la-playa-cucuta/11082230,4 Habs.,4 Baños,143 m²,$ 390.000.000,2025-07-27 11:21:10.678384,Usado,"La playa, Cúcuta, Norte de santander"
P1753633274_6,https://www.fincaraiz.com.co/casa-en-venta-en-lleras-restrepo-cucuta/3982064,7 Habs.,4 Baños,264 m²,$ 490.820.000,2025-07-27 11:21:14.456535,Usado,"Lleras restrepo, Cúcuta, Norte de santander"
P1753633276_7,https://www.fincaraiz.com.co/casa-en-venta-en-latino-cucuta/11082445,2 Habs.,3 Baños,400 m²,$ 1.400.000.000,2025-07-27 11:21:16.971200,Usado,"Latino, Cúcuta, Norte de santander"
P1753633279_8,https://www.fincaraiz.com.co/casa-en-venta-en-popular-cucuta/191499847,6 Habs.,4 Baños,331 m²,$ 1.100.000.000,2025-07-27 11:21:19.245461,Usado,"Popular, Cúcuta, Norte de santander"
P1753633281_9,https://www.fincaraiz.com.co/casa-en-venta-en-el-bosque-cucuta/11035923,6 Habs.,6 Baños,126 m²,$ 350.000.000,2025-07-27 11:21:21.179752,Usado,"El bosque, Cúcuta, Norte de santander"
